GENE                CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
SBK1                 16   28303840   28335170      1       1   29740      -1.3937       0.9183
APOBR                16   28505970   28510291      8       3  173005       1.2527      0.10516
NUPR1                16   28548606   28550495      3       1  150016     -0.69744      0.75724
AC020765.2           16   28565030   28565461      3       2  165173     -0.96477      0.83267
SULT1A2              16   28603264   28608430      1       1  124394      0.54319       0.2935
ATXN2L               16   28834356   28848558      1       1   87924      0.68016       0.2482
CD19                 16   28943260   28950667      9       4  128865     -0.89239      0.81391
AC009093.3           16   29065053   29119429      4       2  167489      -1.1544      0.87582
AC009093.8           16   29124371   29229181      2       1  154458        1.253      0.10509
AC009093.1           16   29226706   29232361      2       1  130465       1.3185     0.093663
SMG1P6               16   29437121   29465435      7       3  146128      0.23591      0.40675
AC133555.6           16   29454238   29625038      2       1  173005     -0.31345      0.62303
SMG1P2               16   29538889   29606287     18       6  133120      0.35639      0.36078
SPN                  16   29674300   29682187      2       1  173005      0.10842      0.45683
QPRT                 16   29674600   29710020      1       1  173005      0.10043         0.46
C16orf54             16   29753784   29757327     15       7  146923     -0.94117      0.82669
MVP                  16   29831715   29859355      3       1  151813      0.35289      0.36209
ASPHD1               16   29911696   29931185      1       1  173005       1.0529       0.1462
KCTD13               16   29916333   29938356      1       1  173005        1.216        0.112
TMEM219              16   29952206   29984373      2       1  135545       -1.266      0.89725
TAOK2                16   29984962   30003582      1       1  173005       2.1612      0.01534
TLCD3B               16   30035748   30064299      1       1  173005      0.46295       0.3217
ALDOA                16   30064411   30081778      2       1  158135      -1.1092      0.86633
TBX6                 16   30097114   30103208      1       1  173005      0.13704       0.4455
MAPK3                16   30125426   30134827      2       1  173005        0.724      0.23453
CORO1A               16   30194148   30200397      2       1  130465      -1.2449      0.89341
AC106782.4           16   30347721   30354657      1       1  165650     0.074516       0.4703
SEPHS2               16   30454952   30457502      1       1  173005      0.37535       0.3537
ITGAL                16   30483979   30534506     15       9  121519      -1.7253      0.95777
ZNF747               16   30537244   30546668      3       2  114697     -0.21386      0.58467
AC093249.3           16   30626577   30627000      3       2  149340     -0.65714      0.74446
ZNF629               16   30789778   30798523      1       1  143265     -0.35072       0.6371
CTF1                 16   30907928   30914881      2       1  143265       0.6185      0.26812
STX1B                16   31000577   31021949      1       1  135910      0.70181       0.2414
AC135050.3           16   31054471   31061189      1       1  173005      0.50637       0.3063
PRSS36               16   31150246   31161415     11       7  160606       0.8727      0.19141
PYCARD-AS1           16   31213206   31214773      2       1  119272      0.30245      0.38115
ITGAX                16   31366455   31394318      6       3  152642       1.0821      0.13959
AC026471.6           16   31481525   31483429      1       1  173005      0.68143       0.2478
TGFB1I1              16   31482906   31489281      1       1  173005     -0.43385       0.6678
CLUHP3               16   31711911   31721097      1       1  165650      0.41301       0.3398
ZNF267               16   31885079   31928668      5       3  109081       1.4202     0.077779
GPT2                 16   46918290   46965209      2       1  130465     -0.28582      0.61249
NETO2                16   47111614   47177908      2       1  101373      0.33192      0.36997
LINC02133            16   47758479   47942342      4       2  150967     -0.10642      0.54238
AC007611.1           16   48657333   48780229     26       6  158415      0.96886      0.16631
AC007614.1           16   49315932   49384415      6       4  138890       1.2592      0.10398
ZNF423               16   49521435   49891830      3       2  173005      -0.5826      0.71992
ADCY7                16   50280048   50352046     18       9  145391      0.24407      0.40359
BRD7                 16   50347398   50402845      3       2  173005       1.3231     0.092904
AC007493.1           16   50441095   50580258      6       3  151247    -0.066535      0.52652
NKD1                 16   50582241   50670647      2       1  173005     -0.44586      0.67215
AC007728.2           16   50761328   50776726      6       3  164903      -0.7222      0.76491
CYLD                 16   50775961   50835846      2       1  107730        -0.61      0.72907
SALL1                16   51169886   51185278      2       1  135606      -1.6663      0.95217
AC087564.1           16   51184681   51476430     41      21  163939       2.4224    0.0077098
AC137494.1           16   51231715   51302028      4       2  148025      -1.1661      0.87821
